text;emotion
Bentuk dan ukuran: Pas di kaki Warna: Sesuai dengan yg di pesan Aroma: Bau baru Daya tahan pakai: Belum tau;marah
Untuk barang bagus dan tidak mengecewakan pengiriman pun cepat  Lokal pride the best;senang
bagus bgttt tebell pastinya nyaman bgtt dikakiii, beli produk luar 1jt dsini 200k udh dapet yg persis.. jgn raguu sii beli dsini sangat memuaskan;senang
Produknya bagus sesuai sekali dengan gambar dan aslinya rekomended banget dah walau produk lokal;senang
Sepatu nya keren Bentuk dan ukuran: Pas bngat no 42 Aroma: Wangii Daya tahan pakai: Kokoh lembut nyaman pokoknya Warna: Menarik good dah pokonya ga sempat foto lupa;senang
Bentuk dan ukuran: Pas Aroma: Baru Daya tahan pakai: Baru beli belum dicoba turun kelapangan Warna: Sesuai;sedih
Bentuk dan ukuran: Ok sesuai Aroma: Baik Warna: Sesuai dengan deskripsi Daya tahan pakai: Semoga awet;senang
Sesuai harapan pas di kaki dan pas di kantong,,mantap 1000x;netral
Barang bagus poll, GK nyesel pakai produk lokal harga terjangkau puass pokoknya;senang
Penempelan bantalan insolnya kirang presisi,selebihlnya bagus.;senang
Pengiriman nya cepat banget Bentuk dan ukuran: Okey untuk ukuran nya pas banget;senang
cakeeeeeep pwolll, keren modelnya, enak dipake, pas bgt buat ootdann, datengnya juga cepet banget, 2 hari langsung dateng bestt dehh aerostreet🔥🔥;netral
Ga bis berkata2 lgi, cakeppp bangtt. Mana cepet lagi pengirimannya😭🫵;netral
Bentuk dan ukuran: Ukuran pass, model bagus, pengiriman cepat;senang
Looknya dapet empuk juga Bentuk dan ukuran: 40;netral
Bentuk dan ukuran: bentuk nya bagus dan ukuran nya pas Warna: coklat tua natural;senang
Daya tahan pakai: 100 awet bertahun tahun;netral
Paket mendarat dengan aman nggk ada kerusakan..Sepatu bagus UK pas;senang
Real pick, bagus, Respon seller dan kiriman cepat. semoga awet.;senang
Barangnya bagus diharga segini udah wah diharganya,tapi ada beberapa jaitan yang ga rapi, bisa dibenerin lah buat ownernya,tapi udah bagus semuanya.;senang
Mantap sepatu nyaman di gunakan  Pertahankan kualitas Jangan ragu belanja disini;senang
Sesuai , bagus, mantap barang nya . Cuma Packing an kurang aman aja .walaupun cuma 200k lebih baik nya packing diamankan lagi 🙏;senang
Harga murah,tapi bukan murahan, Work it sih menurut aku dengan harga segitu Mantaplah pokoknya 👍👍;netral
sepatunya bagus cuma Uda beli 2 kali di Aero selalu bermasalah di packaging ga sefty hanya mengandalkan kotak, jadi kalau sampai tujuan sepatunya sering ketekuk. tidak ada wrap dan kerdus lapisan lagi.;senang
Barang mendarat dengan aman dan mulus, feel sepatu nya enak dan empuk walaupun tanpa kaos kaki;senang
Mantappp ,cmn aku biasa pakai sol 24cm ini ambil uk 38 ngepas bangett mungkin cuman bisa pakai kaos kaki yg tipis;netral
Cakepppp bangetttt, udah kesekian kalinya beli sama aerostreet💗💗;netral
Aerostreet soal model ga di ragukan lagi, cuma sumpah ini yang ke tiga kali ukuran tetep salah, yang satu kegedean yg satu kekecilan, yg ini tuh pas tapi pas banget gitu loh aaarrggghhh cape salah pilih ukuran terus padahal udh sesuai ngikutin panduan di deskripsi 😭😭😭 Oke besok pesen lagi yg 40;sedih
Sepatunya bagus,bahan bagus harga murce makasih aerostreet makasih tiktok;senang
Bentuk dan ukuran: bentuk dan kukuran bagus dan pass Warna: warna nya bagus next bakal order lagi warna lain;senang
Udh sering beli aerostreet, jdi gak perlu banyak yg di review. Gak perlu diragukan lgi, Biar bintang yg berbicara;senang
Barang si sesuai, cuma packing ancur parah, dan host live jga kurang enak, setiap ditanya ga pernah ada respon lain kali diperbaiki;senang
Barang cepat sampai,cuma kok ga kek biasanya di kasih plastik pelindung tapi gapapa deh,ok baik;senang
Bentuk dan ukuran: Oke dan pas Warna: Kurang saja buat perpaduan nya Ya semoga saja bisa awet, kalau awet mungkin bisa beli lagi kesini 😁;netral
masih ada benang yg keluar, overall mantap 👌🏻;netral
mantap, cakep poll. ukurannya juga pas banget;netral
Okee sepatu datang dann bagus banget empuk juga dipakai pas banget di kaki sayaa, pengiriman juga cepat cuma 2 hari, terima kasih.;senang
cantikkkk tapi dibuat jalan jauh rada sakit jari kelingkingku🥺;marah
Bagusss bangettttt, tadinya takut kegedean ukuran 41 karna biasanya 40 tapi pas dicoba ternyata ga kegedean pokonya Toppo bagusss;marah
Sepatunya bagus, cuma dapet yang ada goresan bolpoinnya & packingnya kurang;senang
Oke lah, meskipun ga sesuai pilihan tp admin konfirmasi dg baik. Model bagus dan enak d kaki;senang
Alhamdulillah barang udah sampe,,kondisi baik;senang
Produknya bagus,nyaman di pake ,maaf lupa video unboxing tapi keren sih aerostreet;netral
Gokil nyaman di pake dan ringan bree;netral
tolong cek lebih teliti, kurang rapi ini.;netral
Sekelas Aero Street Tapi QC nya masih berantakan Lemnya masih tersisa, Coreta pensil untuk cuttingan masih ada jahitannya gk rapi😭;netral
produk sesuai deskripsi, pengiriman cepat,;senang
Bagus dan nyamannn buat uk 27 cm ini lumayan ad ruang dikit;senang
Kwalitas nya 💯% mantap, tpi mines diwarnanya kaya warna cewe🥲;netral
Sepatunya bagus bahan tebel empuk Ukuran sesuai Mudah²an awet Next order lg warna lainnya;senang
sesuai dengan deskripsi, bagus, rapi, stylist, memuaskan;senang
Mantap pokognya, barang sesuai walaupun ada noda sedikit d sepatunya;sedih
Produk lokal tak kalah dengan produk luar;netral
Barang baguss sekalii sesuai ekpetasii, bantuk dan warnanya sesuaii, mungkin untuk beberapa sisa benang bisa dirapihkan lagi;netral
mantab pokoknya mah, kualitas bukan main mainnn, pengiriman juga cepet banget;netral
Sorry hanya dpt bintang 3,krna gak ada bonus sama sekali.;senang
kardusnya beneran sepeyok itu huhu, sepatunya untung aman deh:(;senang
Sepatunya bagus realpict semoga awet ya soalnya baru kali ini pake merk ini;senang
Nggak nyangka sepatu ini sebagus ini, pas banget gk nyesel dech belinya.;senang
barang bagus dan sesuai pengiriman juga cepet Cekout pagi siang langsung di kirim;senang
Udah ke sekian kali belanja disini, barang bagus pengiriman cepat;senang
Pas Bentuk dan ukuran: Pas Warna: Sesuai;netral
Sedikit kecewa dengan warnanya., Kirain atasnya abu rupanya putih;sedih
Produk sangat bgs,jahitannya rapi.sesuai dengan deskripsinya.  Terima ksh;senang
sebel bgt dapetnya gini ky di gigit tikusssss, mana ada coretan juga. jujur jd males beli lagi;netral
cakepppolll sepatunya!!! sukaaakkk😍 pengiriman jugaa cepet, baru pesen malem besoknya udah datengg🥰👍;netral
Bagus,sempet nunggu 2minggu karna kehabisan, sekarang baru kebagian, ukuran pas bagus;senang
Sumpah bagus banget... Cocok di pake buat acra apa aja...;senang
bagus bangettt, ukurannya pas, terus solnya lenturrrr banget sangat amat comfortable🫶🏼;senang
Cakepp prodak lokal jg,, gk kalah sama prodak luar,,;netral
Cakep banget. Pantesan gak kbagian trs. Akhirnya dpt jg;netral
Warna sepatu dan jahitannya oke banget 👍;netral
Over all sepatunya baguss, tapi yang disayangkan ini ko ini serius di bungkusnya gituu doang?;senang
Sumpah bagus banget dengan harga yabg terjangkau kualiatas sepatunya ngak kaleng²😘;senang
👍👍👍 keren abiiis. murah tapi ga murahan. ❤️ produk lokal;netral
Barangnya bagus banget, padahal murah loh;senang
aku suka sama sepatunya, ini buat kado jadi semoga orang yang ku kasih juga suka dan dipake😭;netral
Sesuai size.keren sepatunya warnyanya juga sesuai;netral
suka sama modelnya 😍 outsole nya jg ga putih melulu spt sebelum²nya. jd lbh mudah dibersihin 👍🏻;netral
bagus bangett rill pict tp ada yg kotor dikit;senang
Mantab pengiriman cepat kualitas bagus 😍;senang
Mantap euy, pas banget ukurannya;netral
Sepatutnya bagus banget, aku suka banget;senang
barangnya bagus, solnya juga empuk, size pas sih  si di aku,. mantap aerostreet;senang
Sepatu bagus pas banget di kaki, stylish banget buat acara dan nongkrong.;senang
Mantap barang bagus, ukuran pas👍cumn gak dpet stiker;senang
Jujur bagus bgt ini. Pengiriman juga cepat.;senang
REALL PICT BAGUSSS WORTH IT, BRAND LOKALL TERR THEBESTT;netral
Baguss Bentuk dan ukuran: Pass;netral
Good all no komen pokoknya, pembelian ke 6 🔥;netral
Aerostreet sedang serius dalam membranding namanya.. Jadi jangan khawatir kualitasnya.;sedih
Bagus puoll!!!!😍pengiriman cepat, sabtu co, minggu sudah sampai🥰;senang
Pesanan sudah sampai,sesusai postingan dan kualitaspun bagus..;senang
Bagus bgt sepatunya, wangi baru wkwkw. Semoga awet;senang
bener bener sebagus itu pokonya, pengiriman juga cepet;senang
bagus banget woy parah 😭 mana empuk jg lg, perbanyak yg empuk jg ya min 😅;senang
Yg ditunggu tunggu udh sampaiii😍😍 Bagusss bgtt pas jga dikaki mungilku ini. Smoga awettt😍;netral
cantikkk bangettt,sukaaa🫰🏻😍💐;netral
Sepatu Sampai Dengan Kondisi Baik Dan Real pict;senang
Paketnya udh sampe ,tp dus spatunya penyok2😒  Sepatunya ok , Makasih;netral
Barang bagus, cakep juga, bintang sudah mewakili;senang
barang 'y selalu keren dan bagus. mantap;senang
bagus sumpah, tapi berat bgt cuy😞🫰🏼;senang
Sepatu nya OK dgn harga yg cukup worth it. Tapi packing pengiriman nya kok begini 🥲;netral
paket sdh sampai sesuai estimasi pengiriman & utk sepatu : warna, model ,ukuran ,harga sangat sesuai . next order lg .tks;senang
Real pict, worth to buy banget, sepatunya enteng, tokonya amanah dan kurirnya cepet, sehari nyampe🤩;netral
pokoknya suka banget sama aerostreet brand lokal tp keren nyaman dipakai udah punya 2pasang;netral
Paket sampai dengan cepat, baru sempat kasih ulasan. Ukuran pas . Empuk juga dikaki. Oke banget;senang
Bener2 bagus barangnya ,sudah 2x beli aerostreet ga pernah gagal.selalu puas;senang
Rekomen banget sii,insolnya empuk, tapak sepatu elastis;netral
Bagus sesuai harga, cuma blm dicoba kualitas nya mudah mudahan kuat dan awet;senang
Kak bisa gak di dana aja soal nya klo tu kirim ke pembayaran tadi gak bisa aku tarik uang nya;senang
Co spatu Austin coktu bs COD. stlh bs co konfirmasi gk bs COD. Klu gk bs knp diaktifin???  batalkan pesanan gk bs. yg dtng wrn ijo hrganya sm nggk amanah.;netral
produk ga sesuai warna, pertama gw pesen warna putih trus ga ada katanya stok habis lalu yang datang warna biru navy dan itu pun kualitas nya buruk jahitan ga rapi ada koyak di bagian deket tali sepatu pokoknya engga banget deh BURUK banget;sedih
Alhamdulillah akhirnya mendarat dengan selamat meski pembelian pertama gagal tapi dana kembali;sedih
ih cakep kata gua mah beli lu semua;netral
CAKEP BANGETTT, SUKAKKK cuma aku salah pilih uk, ternyata 38 ngepas bangettt di akuu, harusnyaa 39 kali yaaa;marah
Demi apa bagusss bngttt ngga espek bakal se empuk inii😻;netral
ga asik... QCnya kelolosan ini... ada nodanya 😭;sedih
recommended bgt sih, sesuai ekspektasi 💯;netral
Ya lumayanlah, packagingnya juga bagus 👍;senang
mantap,  hanya saja sedikit terlambat dalam pengiriman tapi okelah;netral
Terima kasih Kak, Keren bgt sepatunya lebih bagus dari Ekspektasi. . Harga segini tapi kualitasnya bag;senang
The best pokoknya, cocok dihati;marah
Gak masuk akalllll. Murah bagus parauhhhh;senang
Sesuai sama di foto terimakasih ☺🙏;netral
Ukuran tidak sesuai, pesan size 40 dikirim size 41;netral
ukuran pas, dan sepatunya kece abiss;netral
Bentuk dan ukuran: Bagus pas nyaman;senang
Sepatune keren, enak juga kalau dipakai.;netral
Produknya bagus;senang
bagus banget next mau koleksi warna lain;senang
aga kesal sih karna kardus nya rusak udah padahal buat kado, sama sepatu nya ada kaya kena noda gitu;sedih
modelnya selalu buat insecure waw harganya sesuai di kantong terimakasih Aerro street;netral
Sepatu gacorrr, cintailah ploduk ploduk indonesia;senang
Sepatunya bagus,,suka pooolll,,semoga awettt;netral
bagusss bangett sesuaii sama yg di fotoo, jatuh cintaa bangett sama aerostreet🥺🫰🏻, pesenn soree siangg nyaa udah datengg dongg secepett ituuu, ga nyesell beliii di siniii;sedih
Sangat amat2 buagusss pol😍pengen beli lg cuma Size gede blm ready lg☺️semoga lekas ada yha;senang
Bahannya enak, empuk bagus dah intinya;senang
ii baguss bangett sepatunyaa sukaa bangett sumpaa 🤍🤍🤍🤍;netral
Sesuai pesanan goodd bagus banget sepatunya;senang
AeroMania Mantabb.. Menara Aerotothespace...;netral
Bagus si cmn bungkusnya gini doang , kasian kurirnya pas kehujanan;senang
Dusnya aja sih yang kurang rapih;netral
Mantap meskipun sesak 🗿. Biasanya ukuran 40 ini 41 kali ya biar pas 🗿.gpplah lama lama juga melar 🗿🌝 (pict pemanis🌝);netral
sesuai dengan gambar, cakepp poulll 😍;netral
Sesuai pict dan nyaman dipakai;netral
Lucu, bahan enakeun, sesuai foto;senang
Mantap barang sudah mendarat dengan selamat dan sesuai pesanan,, sukses terus buat tokonya 👌;netral
Nice bro! Sedikit kotor aja saat sampai;netral
cakep, pengiriman juga cepet. makasih;netral
Demii apaa bagus bgtt cuma pengemasan nya aja jelek bgt cuma pake plastik doang nyampe² dusnya penyok mana basah kena ujan lagii hadeuh;senang
proud of local... sol nya ringan... comel sepatunya;netral
bagus sesuai sama apa yg kita pesen.mantap josss;senang
size 38 barang ghoib susah bgt gacorrr;netral
"barang yang datang tidak sesuai karena kesalahan input stok barang oleh pihak AS, dan saya sangat"" kecewa ketika sepatu warna putih yg diharapkan malah kosong";sedih
mantap saran lebihin 1 buat ukuran kaki;netral
Udah ke 4 kali nya beli sepatu lokal pride AEROSTREET, demi apapun ga pernah nyesal sama sekali;netral
Bagusss bangettt kakkkk.. Tapi kurang stikerr nyaaa wkwk;netral
Barang datang sesuai ekspektasi, cakep pollll ga pernah nyesel beli di Aerostreet 🔥🔥🔥;netral
Mantap ni sepatu, produk aerostreet bukan kaleng kaleng kawannnn;netral
bagus bngttt, buat harga segini ini worth it bngttt, kualitas nya baguss bngttt🥹;senang
AEROSTREET BENER BENER BAGUSS HARGA TERJANGKAUUU;netral
Alhamdulillah paket udah sampai Barangnya sesuai,,,sepatunya baguuuss bngt 👍;netral
Bentuk dan ukuran: Pas Warna: Bagus;senang
Brg yg dikirim tdk sesuai pesanan malah dikirim yg lain,harus ny sebelum kirim konfirmasih dlu biar bisa ganti ukuran atau warna ini malah langsung dikirim warna lain,udah dikemas dan dikirim baru di konfirmasi,kecewa bgt pdhl emg dri dlu langganan di toko ini mana pengiriman lama bgttttt👎👎;netral
Bentuk dan ukuran: Keren dan pas;netral
mantap sangat keren saat di pakai;senang
baguss bangetttt tapi rada kegedean;netral
udah sampee,suka bgtu produknya bener' keren..aku pesen um 37 dan 42 bener' pas..next bakal beli disini lagi;netral
Cakep banget gilaaaa. Pengirimannya juga cepet maknyus lah;netral
Make aerostreet dari tahun 2020 emang good gapernah mengecewakan;marah
Kerennn gesss sesuai pict nyaa;netral
bagus banget;senang
Sesuai ekspektasi mantap👍👍👍;netral
sangat bagus dan desain elegan;senang
Oengiriman cepat, barang bagus mantap;senang
keren... barang mantap tp murah!!;netral
Bintang 1000000/10 SANGAT BAGUSSSSS!!;senang
modelnya bagus dan ukuranya pas;senang
Sepatunya mantap, real pict solnya tebal;netral
Aerostreet ga perlu di ragukan;sedih
sangat puas, bagus sepatunya, semoga awet;senang
Keren... Sesuai real pic  Pasti jadi langganan beli sepatu nih.. Semoga makin berinovasi dengan gaya gaya yg lebih keren lagi buat aerostreet nya;netral
Tidak sesuai pesanan tidak amanah di live di spill giliran di kirim beda warna;netral
Ga expect sepatunya murah tapi bagus;senang
Barang bagus. Sesuai dan kurir ramah;senang
Sepatunya sesuai diskripsi 👍bagus;senang
produk aerostreet emang gapernah gagal. pokoke mantul. #recomended;sedih
Ukuran 43  Cakep poll sepatu ne 🔥;netral
padahal sudah beli yang ke3x nya, baru ini kecewa banget ,ga dikirim sesuai warna yang dipesan😔;marah
Bagus pokoknya sesuai info terbaik 👍👌;senang
baik;senang
barang udah sampe, aman , baguss 👍🏻;senang
mantapp, sesuai sama pesanan. sukses terus min;netral
Josssss, i ❤️produk indonesia;netral
baguss bangett pokonyaa cakepp😻;netral
Bagus sol empuk pengiriman cepat;senang
"Sudah beberapa x CO.....dan lagi"" puas dengan produknya.";senang
Baguss cuman di bagian depan kotor dikit tapi gapapa;netral
Real pict dan nyaman dipakai.;netral
Overall bagus siii, rekomen lah;senang
halo min, izin ngasih masukan nya ya min, untuk uper nya aga miring, terus pemasangan upernya kurang presisi antara nik nik nya, terimakasih sukses terus min kedepannya. MAJUKAN BRAND LOKAL🔥;senang
Barang sudah sampai dan bagus, sesuai.;senang
Walaupun ada sedikit jahitan yang keluar tapi gak papa karena saya percaya kepada aerostreet saya udah makai 2 tahun sepatu dari merek aerostreet tetap bagus dan tetap awet;senang
respon seller baik, packing baik kalau bisa di tambah bubble warp lagi biar lebih aman, untuk pengiriman cepat, produk sesuai dan aman. semoga cocok dan awet. recommended seller. 👍;senang
Bagus bgt ukuran juga pas Pokok sip;senang
Bagus sesuai dengan ekspektasi;senang
Sepatu bagus harga terjangkau, tp sayang sepatunya kurang cocok di pake kerja full time yg harus pake sepatu, gampang bau;senang
Paket sudah sampai, semoga sepatunya bisa kepake lama;netral
Alhamdulillah sesuai ekspektasi ✨;netral
Sepatunya bagus dan mantap cocok di kaki keliatan bagus, bentuk dan ukrannya pas;senang
tampilan bagus kualitas juga bagus, oh iya mau tanya dong cara nyucinya gimana ya? apakah ada alat atau sabun khusus?;senang
real pic, barang sesaui dengan gambar, perpaduan warna sepatu yang bagus, nyamanan saat digunakan karena empuk, intinya ini sepatu dri brand lokal yang berkualitas. Top markotop AEROSTREET;senang
Sepatunya bagus, sesuai dengan harga. Sayangnya kotaknya penyok padahal kotaknya bagus kalo di koleksi. Bentuk dan ukuran: Pas Aroma: Sepatu baru Daya tahan pakai: Kamu nanyak;senang
Seperti nya saya susah untuk cari merk lain Karna menurut saya dgn harga murah bahan bagus modelnya juga keren;senang
box penyok+sobek parah.;netral
kereen... pas di bentuk kaki gw yang lebar. agak susah kalo nyari sepatu yang bentuk lebar kaya kaki gw.  terima kasih;netral
Modelnya bagus.. cuman bagian QC nya aja perlu di tingkatkan kayaknya , Benang sisa  jaitannya  gak di potong rapi.;senang
sepatu nya baguss, ringan bener2 nyaman dipake. tapi aku salah pilih size😭 kira2 ada yg minat ga ukuran 38 baru banget hari ini sampe. aku mau co lagi ukuran 39 btw aku di lampung yah, dm untuk ngobrol lebih lanjut;marah
Alhamdulillah barang sampai ke tujuan dengan cepat tanpa cacat apapun , tokonya Amanah keren banget sih barang nya bagus bnget Kya harga 300k an jahitan nya rapi ,model nya juga bagus ngga Nora² bnget cocok buat sekolah ,traveling dll;senang
Untuk kualitas nya ckup memuaskan krna sya udh 2 tahun make aero dan ini sepatu kedua sya, cuman mohon sangat mohon untuk packingan paketnya di perhatikan masa cuman pelastik bening aja yg lapisi box sepatunya, apa lgi pengiriman keluar pulau, tolong di perhatikan;senang
as always, tidak mengecewakan. love it;marah
mantab, sepatu rapih, sesuai dengan deskripsi, tebel, kualitas bagus..pengiriman cepat responsif...semoga awet...Terima Kasih.;senang
Bagus sesuai ekspektasi, bahan dan jahitan nya luar biasa pastinya nyaman di pakai;senang
cakeppp, nyaman jugaa dipakee tapi sayang ada noda ajaa di bagian ujung sepatu, mungkin bisa lebih diperhatikan lagi kebersihannya;sedih
akhirnya setelah war ukuran 37;netral
Dapet juga sesuai ekspektasi banget nyaman empuk cuman pengiriman nya aja agak laka tapi oke;netral
GOKILLLL !! soft banget dalemnya;netral
Bentuk dan ukuran: pas baguss Aroma: seperti baru Daya tahan pakai: semoga awet Warna: pass memuaskan;netral
Jujur suka banget, empuk juga dipake, model sm warnanya baguuyss;netral
sepatu nya bagus pkonya gk nyesel bli disni tpi kirain sudah di sol ternyata bukan sol lan melainkan bahan karet dari sepatunya;senang
Mantap.kurir ny ramah terimkasih bnyak;senang
Barang nya bagus ,tapi minimal pekingan nya pakek kardus kek,ap yang lain takutnya ada ap2 di jalan penyok ap segala mcm 😭;netral
Kualitas bagus oke tapi alas nya agak licin di lantai ber keramik;senang
Otsolnya pecah²;marah
bagus banget, pengirimannya juga cepet banget cuma 2 hari, kerdus juga nggak rusak, pokoknya josss;netral
kata gua ini bagus bgt gilaa, soulnya tebel pas dikaki.. kirain 39 kegedean karna 25 cm an ternhata pas bgt;senang
Bagus, tapi ternyata kekecilan harus tambah 1 nomor;senang
Bentuk dan ukuran: ini ukuran standart sepatu jadi ga usah takut kegedean satu angka ukuran;marah
BAGUS BGTTTTT SUKAAA;senang
Kurang cuma di noda sedikit ,tapi its oke lah keseluruhan bagus;senang
Sumpah bagus & keren banget;senang
benang bekas jahitan kurang rapi, selain itu mantap;marah
"Proses pengiriman waktu itu ada kendala ""Gagal"", sempet panik tpi besoknya langsung proses kirim lagi dari pihak jasa kirim.  Fisik box bagian depan bolong seperti di video, kesampingkan box yg bolong.  Alhamdulillah sepatu aman dan bagus, puas sama produknya 👍🏻";senang
Sudah sampai min  Bagus bangettt cakeppp Terimakasih 😍;senang
BAGUSS BNGTT INI, CAKEP JUGA WARNANYA, NYAMAN DIPAKE, WORTH IT TO BUY🌟🌟;netral
Barangnya bagus empuk di pakai 👍 minus kotak penyok semua 🤣;senang
Bagus banget, cuman sayang warnanya dg ukuran 41 baru ada stoknya pdahal pengen yg warna hitam;senang
Best Seller lah Pokoknya nya Cuma Dus nya Penyok2 Tapi barang masih Okelah;netral
sebelum check out better beli upsize naik 1 guys, soalnya panjan sepatunya sih pas cuma kurang lebar tuh jadinya kerasa sempit pengap;netral
Mantap betol tak bengak aku doh😎;netral
Semuanya baik.. Rekomen sekali;senang
Bentuk dan ukuran: Pas di kaki ..sesak Aroma: Mantapp new Daya tahan pakai: Teball dan jahitan nya rafi;netral
sepatu bagus dan nyaman, fast respon Aero street;senang
Bentuk dan ukuran: Pas Aroma: Wngi Daya tahan pakai: Lma Warna: Oke;netral
The Best Size juga sesuai;netral
Sejauh ini aero street tidak pernah mengecewakan 👍;marah
Keren Warna: Sesuai Daya tahan pakai: Kuat ini mah;senang
Sesuai dengan gambar nya harga nya pun terjangkau;netral
pesen putih di kirim kuning. hadeeuh lain kali kalau ada pesenan jangan langsung di terimaa;netral
Mantap bngt produk lokal harga terjangkau kualitas jangan di ragukan;sedih
sepatu nya bagus aja sebenernya cumn ga nyangka ukurannya agak kecil gitu pdhl udh saya pesan ukuran yang lebih besar dari kaki saya;senang
Harga terjangkau, nyaman dipakai, semoga awet;netral
barangnya putih mulus tidak ada yang cacat;marah
ada noda kotor;sedih
Mantep, kualitasnya bagus gak kalah sama produk” luar;senang
Jahitan kurang rapi dikit. Selain itu mantap;netral
jujur bagus, tapi menurutku aerostreet dari dulu solnya kurang nyaman untuk semua orang karena pengap dan sempit, tolong di improv;senang
Worth it banget dapet harga under 200K, aku cinta produk dalam negeri ♡ Cuma kemarin ada salah ukur kaki, harusnya dg panjang 23,6 ambil yg ukuran 38, tapi kmrn ambil yg 37. But its okay, kalau pake kaos kaki yg tipis masih cukup;netral
worth it banget, dapet harga murah tapi barang ga murahan;netral
Spatue keren sesuai sm gmbr pengirimanny cpt jg mawf gk sempat fto sptue y min. Pokokny happy deh sm sptue;netral
Sesuai dengan yang di foto, dan kualitas bagus;senang
keren banget  knp sy baru kasi ulansan karna sy mau pake dulu dan ternyata senyaman itu bagus banget kwalitas ok barang sesuai ft;senang
Bentuk dan ukuran: Pas & sesuai Aroma: Suede Daya tahan pakai: Semoga awet Warna: Biru langit, nice!;sedih
Model dan bahan oke banget,  aerostreet emang top;netral
Untuk tampilan luar sudah OK hanya bagian dalam insolenya kurang nyaman, mungkin karna type sol bagian dalamnya masih dibuat potongan costum dan ditempel saja.;netral
Bentuk dan ukuran: Pas dan muat di kaki saya;netral
Bentuk dan ukuran: pas Aroma: baik Daya tahan pakai: blmndi pakai semoga bagus awet Warna: sesuai;senang
Terbaik,,cuman sekedar saran buat teman2 ambil satu ukuran diatasnya,,aku mesen 38 agak sempit soalnya 👌;senang
Asli ini sepatu keren buangetttttttttt 🔥🔥🔥🔥🔥;netral
Asli ini sepatu keren buangetttttttttt 🔥🔥🔥🔥🔥;netral
Size pas nyaman banget dipake;netral
Bentuk dan ukuran: Ok;netral
Bagus, sesuai yg difoto produk tapi packing ya kurang aman;senang
Nyaman dipakai, empuk bantalan sepatunya  Lembut dan modis  Simpel tapi terlihat mewah;senang
Sepatunya cakep bgt!!!! tapi kekecilan/ngepas bgt! biasa pake 24,5 mending pake uk 40 deh biar masuk kaos kaki, overall keren bat dah !! Pokonya kwalitas sesuai harga, semoga awet, thx seller and abang kurir sehat selalu..;senang
Bentuk dan ukuran: Bagus dan ukurannya pas Warna: Sesuai dan recomended;senang
Barang bagus ukuran pas di kaki,semoga awet;senang
Bentuk dan ukuran: Sesuai dengan pesanan Warna: Bagus Sangat bagus dan kualitas top;senang
Proses pesanan cepat, packing seperti biasa gitu doang, kualitas produk baik. Sebelum-sebelumnya beli Aerostreet untuk anak, kali ini Mamanya kepingin juga 🤘🏻;senang
Desain sepatu ok bagus keren,tapi ini jahitannya kurang rapih mau jeblos,sya sudah berapa kali membeli produk aerostreet dan seperti itu jahitan loncat itu masih 1 stikan seperti di foto,sebelumnya lebih dari 1,saran dan masukan dari sya tolong diperhatikan lagi di perbaiki🙏🏻aerostreet keren❤️‍🔥;senang
bagus, tapi bau lem nya kuat sekali 😭😭;senang
Mantab barang sudah tiba, kualitas oke keren uk pas dengan kaki nyaman;netral
sepatunya bagusss cakepp, model bagus ukuran pas sangat menarik, tapi sayang packingan kardusnya penyek;senang
a good shoes indeed 👍😸 sukaa banget modelnyaa! bisa aku pake sekolah, buat jalan jg oke bgt. cuma detailnya kurang rapi huhuu 😿 cuttingannya masih agak berantakan buat aku. but overall bagus!!! pengirimannya cepet! ty seller 😺;senang
baguss bgt, nyaman bgt juga saat dipakai, best dah brani lokal satu ini😄;netral
bagus, ukuran pas, sesuai pesanan tidak ada yang rusak kerenn bgt;netral
baguss bgtttt.. niat nya untuk sklh tpi ini terlalu bagus jdi sayang.. ooh ya klo ukuran 39 udh pas gk usah di tambah² lgi takutnya kegedean.  cintai brand lokal😘;senang
Warna: Hitam, sesuai Bentuk dan ukuran: Classic Ini sih gila, dengan harga ga nyampe 200 rb dapet sepatu yg kelasnya kyk 2 jtan. Mantep ga nyesel beli nih sepatu, masuk list pembelian ter worth it tahun ini. Makasi aerostreet;marah
Baguss saya suka dan anak saya juga suka , Bagus jaitanya rapih dan sesuai,tapi kardus nya penyok sedikit.semoga makin laku sepatu Austin nya dan yang lain🥰🥳;senang
mantap kualitas kerenn dan ukurann pun pas produknya bagussssss;netral
barang sudah sampai, sepatu nya bagus semoga awet. yaa meskipun dus nya penyok tapi sepatu nya aman. terimakasih min 🙏;senang
Bentuk dan ukuran: Pas Aroma: Baru Bagusssss, suka🫶;netral
Pengiriman cepat, sesuai pesenan,, bagus sepatunya;senang
udah bagus produknya,keren juga,tpi mungkin punya ku aja kali ya,baru di coba pas lepas dari percobaan cat alas kaki di dalamnya lepas gitu,tapi gpp untuk harga segini produknya tetap bagus,sukses terus kak, terimakasih;senang
modelnyaa suka bangett, tapi sepatunya agak berat ya hehe🥰tapi akuu sukaaa plsz.  admin nya fastrespon banget, lalu pengiriman bweh cepet sekalii , dan karena aku pengguna baru tokoped😭🙏🏻ini udah mantul poll menurut ku. thx adminn sepatu nya siap buat menemani masa belajar akuu( sekolah)❤️❤️❤️👍👍👍;marah
