text;emotion
Ok;netral
Ok;netral
Mohon di cek lg sebelum dikirim, sepatu kotor, ada cacat dikit.;marah
scent oke tapi spl loyo. wajar sih karena harganya memang murah;senang
bagus;senang
Top;netral
sesuai ekspetasi tapi ada benang yg bruwul sdikit tapi ngga pp;senang
Bgs;netral
Bgs;netral
Bgs;netral
Bgs;netral
Nice;netral
Udah nyampe gak nyangka sebagus ini;senang
Bahannya bagus tebal cuman kekecilan salah ambil size huhuh;netral
Good;senang
Barang sudah sampai dengan aman mungkin karena bahannya yang memang sedikit tebal jadi sesak padahal sudah saya lebihi. Sedikit saran untuk yang mau pesan dilebihi 2/3 cm. Dan juga untuk packaging mungkin bisa di beri bubble wrap karena box penyok meskipun isi di dalamnya aman.;senang
Agak kecil;netral
K;netral
Joos barangnya;netral
Oke;netral
Jahitan jelek/bnyk yang udh putus;sedih
kekecilann ka kecewa;marah
Kualitas barang keren, minus pengiriman aja, sampe 3 minggu cok ke sulsel;senang
Kualitas barang keren, minus pengiriman aja, sampe 3 minggu cok ke sulsel;senang
Kualitas barang keren, minus pengiriman aja, sampe 3 minggu cok ke sulsel;senang
Bagus,tapi ada sedikit kotor.kayaknya abis jatuh..;senang
Realpict.;netral
Tidak sesuai ukuran 26,5-27 cm;senang
produk lumayan bagus, tp pengiriman terlambat, sdh coba hubungi admin aero biar bisa bantu, ga ada respon, sampai masa komplen sendiri ke tokped, trs hubungi admin aero lg kalau sdh komplen sendiri, baru direspon, yasudah sih;senang
Sesuai pesanan;senang
Masih bagusan yg kecil wanginya tahan lama...yg besar g tahan lama;senang
👍;netral
kece;netral
Barang bagus sesuai gambar👏🏾;senang
👍;netral
👍👍;netral
ini mah farpum Casablanca😄😄🤣;netral
kurang puas sama produk nya karna jahitannya kurang rapi, banyak benang yang tidak terpotong mana asal asalan lagi menjahit nya jahitannya kurang kuat,mudah lepas dan sepatu nya banyak yang di lem tidak di jahit👎🏻👎🏻;senang
"Warnanya tidak terlalu gelap kemasan juga Bagus karena menggunakan Box
Kualitas produk: Lumayan";senang
"Sablon nya bagus, yg harus di upgrade bahan kaos nya dan packaging nya
Kualitas produk: Original aerostreet,";senang
Bagus,lambat pengiriman;netral
Warnanya Kya beda SMA yg kmaren sya beli;netral
Tipis;netral
Minus sablonan nya kurang bagus;senang
paketnya aman bangett, suka kotak parfumnya, lucuuu 🥺❤️ wanginya juga enakk;senang
barang baus, dan sesuai;senang
bahannya agak kasar;marah
Minus jahitan tag;netral
Gak seenak itu ternyata wanginya;senang
Band kakinya terlalu sempit, jadi nggak bisa masuk kalau nggak di paksa;netral
Barangnya bagus dan sesuai pesanan;senang
Terbaik;senang
Kualitias oke;netral
Bahan celana tebal, tapi bagian dalam celana ada rontok berbulu yang tidak habis” sudah saya cuci 3 kali;netral
Ok;netral
Kualitas produk: Lumayan...;senang
Bagus, bahan juga  bagus, pengiriman superduper cepettt, tpi packing kurang aman gatau itu kena minyak atau oli tpi plastiknya berminyak sampe kardusnya untung ngga kena sepatu. Tapi selebihnya bagus bgtt sepatunya;senang
real pict;netral
terlalu berat dan terlalu besar untuk ukuran 42;senang
Bagus;senang
Order hitam yg datang navi, itupun ngadimin telat kasihtau, pas barang udah dikirim baru japri wasap. Bahan tebel, tampak luar oke, tp bagian dalamnya rontok semua, nempel di pakaian lain waktu dicuci, kena keringat nempel di kulit;netral
Sesuai pesanan;senang
Finishingnya oke... Sepatunya enteng lembut.;senang
Bagus kokoh tp sayang ternyata ga ringan,berat dipakai;senang
jahitan kurang rapi dan warna putih ada bekas hitam gtu tapi overall bagus produknya. bahan bagus. semoga kedepan jahitanny bisa lebih rapi lagi;senang
Tutup botol ringkih pecah;marah
Celananya pas dicuci warnanya luntur;netral
Good;senang
Barang sudah diterima ukuran pas.recomended walaupun dusnya penyok dikit tpi aman² aja  selebihnya kece parah produknya;senang
Bagus brgnya;senang
ada yg kotor dibagian blkg baju, uk tidak sesuai;senang
Sebagai raja iblis dan ketua mafia pentol, sebenarnya tidak nyaman letak merk-nya berada diujung samping lidah. Sebagai orang yang first time beli sport shoes, ketua sangat marah. Tapi overall bagus sich guys, dipake enak dibuat olahraga jg enak kayanya, casciscus beli guys well well well🤭😚🫵🏻🥰;senang
Pengiriman lama;netral
Hitam nya kurang pekat agak ke navi navian, agak ngoversize jg kalo dipake;netral
"Kain bagus nyaman di pakai
Kualitas produk: Baik";senang
beda warna dan gambar;netral
Barang tiba sesuai jadwal kemasan aman sekali utuh,bangga memakai produk dalam negeri,bisa buat langganan toko ini;senang
Bgus;netral
Pengiriman lambat kurir ramah, Pekingan tebal, cuma agak kecewa ku kira wangi vanila ternyata jauh bangt sama expetasi aku, tpi masih oke lah wangi nya, terus setiap kali semprot salalu rembes di tutupnya jdi gk bisa di bawa kemana², tolong min di perbaiki lgi terimakasih 🙏🙏🙏;senang
"Sesuai angan"" sepatunya cakep, menurut q ga ad minus yaa d produk ny
packingan ny jg super rapi berlapis lapis, jd produk aman
Aq gak berharap terlalu berlebihan karna aq sadar aq boros bngt sama alas kaki😁 tapi semoga ini lebih awet dr sepatu q yg sblumny
Ohh iaa terimakasih bnyk free kaos kaki ny";senang
Bagus Cuman Sayang Size 41 tapi Kecil;senang
Gaada paking nya gaada stiker nya tapi barang nya bagus;senang
Alhamdulillah paketan sudah sampai.barang bagus rekomendasi buat anak sekolah dr sd- smp;senang
Overall bagus, beli buat bahan bikin video affiliate semoga banyak yang co;senang
Memuaskann;netral
"Baik
Aga kekecilan";senang
Mayan;netral
Ini agak berat ya moga awet;netral
bahan luar oke, tapi bahan kain yg dalam masih banyak serabutnya dan menempel di tangan, sudah dicuci juga tetap sama;senang
Ukuran baju nya tambah pajang.. Beli pertama pas panjang nya. Beli ke 2 panjang nya baju nya beda sama beli yg pertama;senang
Ukuran baju nya tambah pajang.. Beli pertama pas panjang nya. Beli ke 2 panjang nya baju nya beda sama beli yg pertama;senang
ukuran tidak sesuai deskripsi;senang
cuttingan tangannya tidak sesuai dengan badan baju;senang
cuttingan tangannya tidak sesuai dengan badan baju;senang
Mantap;senang
Bagus;senang
Bagus;senang
Ada yg gimmick dikit tapi;netral
Ok;netral
Bahan kain panas, tipis;marah
riel bisa berubah warna;netral
Alhamdulillah bagus dah nyampai;senang
"Kualitas produk: sesuai yang di deskripsikan
Maaf baru pakai jaketnya jadi review ulang.. mengecewakan karna bahan dalam jaketx bulu2 halus nempel di kaos ..sewaktu makek jaketnya.. ini kenapa yah begini? soalnya baru 1x ketemu bahan jaket seperti ini..";senang
.;netral
Mantul;netral
Ke 2x nya beli produk ini bagus sih, tolong tingkatkan quality kontrol nya banyak benang & jahitan kurang rapi;senang
Bagus;senang
Dus sepatunya sobek;netral
Sesuai deskripsi;senang
Sesuai deskripsi;senang
Sesuai deskripsi;senang
Lumayan;senang
sz terlalu besar, udah komplen di chat buat ganti size tapi katanya gabisa padahal baru di co belum lama kecewa sih;senang
Warna: Bagus;senang
Packing seadanya, cuma kardus diplastikin, penjual gak ramah, gak ada sopan santun, UKURAN TIDAK SESUAI DESKRIPSI.;senang
kualitas oke;netral
kualitas oke sesuwai hrg;netral
Bagus;senang
Bagus;senang
Bagus, untuk d harga segitu sangat bagus!;senang
Kain nya tebel adem ..sangat puas .👍;senang
Cantikkk tp cuma 1 di sepatu ga ada sizenya jd gatau bner / ngga. Inipun jg kebesaran tp gpp cantik sepatunya;senang
Agak berat dan kurang rapi benangnya.;senang
Kaosnya bagus cuma L nya agak kecil;senang
Sangat bagus suka bgt;senang
Biar bintang yang berbicara ✌🏻✌🏻 kalau dari samping sih dah oke banget, tapi kalau dari belakang atau depan, kurang rapi dan simetris aja ✌🏻✌🏻;senang
"Baguss pollll
Sesuai foto dsn deskripsi";senang
..;netral
..;netral
Keren kak terimakasih;senang
Bagus ukuran nya pass;senang
Barang bagus sesuai pengiriman cepat;senang
Mantap;senang
Kak bisa gak di dana aja soal nya klo tu kirim ke pembayaran tadi gak bisa aku tarik uang nya;senang
Terlalu besar ukuran M;senang
baguss, tapi agak tipis;netral
Gk bisa berubah warna;netral
Baik;senang
untuk wanginya sih mantap, tapi untuk tutup botol parfumnya retak;senang
Ok sesuai;senang
Oke;netral
Pas;netral
Mayan;netral
"sepatunya kotor banyak banget noda nodanya, kaya barang lama, berdebu, lemnya juga keliatan jd kuning' gt, terus solnya yg pinggir juga aga kuning.

sol pinggirnya udh coba di lap, tapi ga bisa masih nempel nodanya.
kecewa sih padahal baru pertama kali beli brand ini.";sedih
bagus banget tapi kegedean;senang
"bagus tapi sepatunya agak berat
Bentuk dan ukuran: Brooklyn 42
Warna: hitam";senang
Aga kerasa alasnya,jd aga pegal waktu dipake;netral
Lumayan cuman agak kecil;senang
sablon yang dipakai tidak bikin pengap,kainnya juga nyaman tapi untuk penyerapan keringat rasanya agak kurang;senang
"bagus banget tapi ada sedikit goresan atau apa itu di sepatu 
selain itu aman sepatunya";senang
Baik;senang
toko ini tidak menampilkan stok barang yg aktual, dan memaksakan mengirim barang yg dia rekomendasikan. modus nya barang langsung diproses jadi pembeli tidak ada opsi untuk pembatalan. untuk mengembalikan barang jg tidak mudah jadi akhirnya pembeli harus menerima barang yg tidak sesuai order. sayang sekali tokopedia jg tidak ada solusi praktis untuk melindungi pembeli dari kasus seperti ini. seharusnya jika jelas barang kosong, opsi pembatalan harus tetap ada daripada barang terlanjur dikirimkan.;senang
Kurang bgus;netral
Sepatunya bagus, tpi jahitan kurg rapi;senang
bahan cukup bagus, tapi dari warna kurang navy ngga kaya di photonya;senang
Keren sepatunya,, cuma terasa berat, kirain ringan, saran untuk deskripsi barang di tulis berat dan massa barang;senang
"Iseng"" Berhadiah sih, so far it's okaylah harga 200rb an jangan terlalu expect tinggi untuk finishing nya😁 untuk koreksi QC aja : ( soalnya lem masih banyak yg belepotan & potongan benang jahitan masih patung semrawut aja sih, selebihnya masih okay )
Bentuk dan ukuran: Sesuai
Aroma: Baru
Daya tahan pakai: Belom di jajal
Warna: B&W";senang
Ada yg cacad;netral
"Bentuk dan ukuran: Sepatu ukurannya 36
Aroma: Sepatu
Daya tahan pakai: Awet
Warna: Hitam pekat
Aerostreet murah diskon pas buat anak sekolah dll.";senang
Aman sampai tujuan, keren sepatu nya cuman aku kasih bintang 4 karena bagian bawah sepatu nya tingggi bgt kirain ga terlalu tinggi dan mnrutku g cocok buat cowo sih;senang
Sangat tipis bahan bajunya;senang
Ukuran XL nya ternyata besar sekali;senang
gantungan kuncinya patah;marah
alhamdulillah bagus , walau gantungan kunci rusak;netral
Produk jelek kerahnya kebesaran ukuran yg d kirim tdk sesuai;senang
Sepatunya bagus,pas dianakku👍👍👍👍;senang
Ok;netral
brang bagus tapi pemekingan kurang memuaskan;senang
Produk yang datang pecah padahal. Bublewarpnya sangat tebal. Isinya sampai habis;senang
Bagus;senang
produk sesuai dengan iklan bagus apalagi dc-nya bordir pokoknya untuk aeros red x DC bagus, untuk barangnya sebenarnya bintang 5 cuman aku kasih bintang 4 karena ada beberapa bagian bawahnya yang kotor dan gantungan kuncinya udah ada baret-baret. ya ke depannya buat lebih teliti kebersihangkualitas;senang
Sepatunya bagus cuma kekecilan biasa pake no 40 ternyata kecil;senang
Bagus, bahan nya enak,empuk;senang
Sesuai mantap;senang
Bagus sendalnya bahanya jg enak cuma, insolnya pas sayang bgt buat masuk kaki agak sempit;senang
Bagus;senang
Bagus smoga awet;senang
Bagus;senang
Bagus;senang
Produk yaaa nyaman banget pas di pake gak terlalu berat , masih oke kalau di pake yang kerjaya banyak gerak masih okeee banget;senang
Bagus bahannya adem gabioin gatel;senang
bahannya bagus dan awet. semoga ga cpt melar;senang
adem;netral
pengiriman cepat, wanginya sebenarnya enak tp sayang cepat hilang;senang
untuk ukuran sepatu no 35 yg di keterangan panjang 23 cm, dipakai anak saya yg ukuran kaki 22,5 kekecilan. akhirnya tidak terpakai.;senang
Bagus,mantap keren;senang
oke bagus baju nya, semoga muat d pacar saya hehe;senang
Baguss;netral
Wangi;netral
bagus sih cuman sayang jaitanya kurang rapih;senang
Kapok beli disini brg oke lah sepatu tapi loh harga pas checkout sama pas di kirim lho beda.pas checkout 155 pas dtg 164  mayan beda 9k mah.intinya kurang amanah masa tiba2 rubah sndiri.g tepak blas;senang
Overall bagus,sayang nya barang yg saya dapet finishing ny kurang rapi bnyak benang berlebih selain itu bagus,recomended!;senang
Bajunya Sesuai Harapan bdw untuk pesanan berikutnya adakah untuk ukuran XXXL;senang
Bajunya Sesuai Harapan bdw untuk pesanan berikutnya adakah untuk ukuran XXXL;senang
Bajunya Sesuai Harapan bdw untuk pesanan berikutnya adakah untuk ukuran XXXL;senang
Real cuma da lubang tali nya. Besi bulat nya lepas. Tu ja si yg lain aman semua;senang
bahan sol berat diluar nalar,  secara model oke, mungkin karena sesuai harganya;senang
Iya lumayan;senang
Ada sedikit yang gagal;senang
Barang sampe dengan selamat. model ok, sesuai gambar. bagian depan agak keras jadi kurang nyaman. but overall oke si;senang
Bagus kainya jugaa bagus;senang
Perasaan ukuran m dah ya;netral
saat awal beli sepatu , ternyata sepatu nya berjamur , nyoba retur buat diganti yg baru , ternyata udh nunggu lama sama aja cuma di kembalikan dana , jadi co sepatu yg ini , ya semoga jd penilaian untuk team , tks;senang
bagus 👍;senang
"Beli ukuran XL, tp kok kecil ya. 
gak kayak XL biasanya";senang
Paket sudah sampai. Bahanny agak tipis gk worth it untuk seharga segitu;senang
bahan adem tapi agak nerawang;netral
Kain bagus;senang
mantap;senang
200;netral
Kekecilan;netral
"Ukuran kaki Gajah.
43 tapi serasa 48";netral
"wrappingnya buruk sekarang ya aerostreet
di terima dari ekspedisi seperti ini";netral
okee pass;netral
dikirimnya barang lama tanpa dilihat lagi sebelum pengiriman;netral
goodd!!!;netral
Rodok elek onk seng nglotok;netral
Barang datang dlm keadaan bolong;netral
packing bagus, harga bagus, pengiriman cepat, tapi emang bukan selera saya... openingnya terlalu menyengat, cenderung kasar aromanya.;senang
Pengiriman sangat sangat cepat saya sangat suka dengan barangnya.;senang
Bagus pengiriman lama;senang
Bagus,pengiriman lama;netral
Bagus,pengiriman lama;netral
Iki lagi teko durung dienggo durung dikumbah tek wis mbruduli? Konsepe emang ngene tah?;netral
Bau parfum cowok;marah
"Kotor bintik"" hitam";netral
"kualitas barang oke.
minus pengiriman lambat.
tks";netral
Waktu diterima plastiknya beda,plastik tipis dan lecek. apakah hasil retur? Posisi baju juga kusut, lecek.Mohon lain kali sebelum dikirim ke pembeli dicek dulu, stidaknya dirapikan kembali, ganti plastik standard aerostreet. Terima kasih.;senang
"pas datang ada bercak putih"" gitu, tapi aman bisa dibersihin. terus ada beberapa jahitan yg kurang rapi, jadi hrs dirapiin dulu dikit.";senang
Panjang baju nya kurang;netral
Panjang baju nya kurang;netral
Padahal pernah co disini sekali bener dan bagus sesuai tapi gatau kenapa kmrin salah pesen yg xenon hitam hitam polosan size 40 yg datang malah beda model & ukuran 39 sempit bgt dikaki;senang
Bagus;senang
berjamur;netral
Gede banget ukuran El udah kaya ukuran buat orang BB 90 an besar banget ,, bahan biasa aja kaya kaos 50 an;senang
aku sampai beli lagi beli lagi,karena emang sebagus itu sesuai gambar bahan nya bagus;senang
aku sampai beli lagi beli lagi,karena emang sebagus itu sesuai gambar bahan nya bagus;senang
keren;senang
Kualitas bahan nya kurang, leher melar;netral
Ok;netral
Bagus;senang
"Mantap👍👍
bahan tebal dan adem";senang
produk datang dengan sesuai pesanan,bahan material bagus hanya minus di cutting bahan yg bagian sebelah kanan ga lurus.mohon diperhatikan kembali qc nya.;senang
Pengiriman cepat , cuma wanginya ga tahan sampai 7 jam;senang
Sesuai gambar, sepatu nya berat;senang
Pas;netral
Bagus banget min🫡;senang
Parah banget,, sepatu kotor jamuran seperti sepatu bekas kya gini dikirim,, baru pertama kali beli sepatu online parah banget kya gini,,,nyesellll pake banget,,,;marah
Ini pembelian kedua dengan model sepatu yang sama...👍;senang
bagusss bangetttt bahann nyaaa🤗;netral
Ok;netral
Ok;netral
Ok;netral
Biasa aja;senang
"""EXT   AIT DE PARFUM"" 
Penulisannya ada yg kurang atau memang seperti itu? Tapi saya lihat riew pemesanan yg lain terlihat ""extrait de parfum"". Ada apakah ini?
Tulisannya tidak mungkin saya lepas atau terhapus.";netral
senang bahan nya + pengantran lebih cepat;senang
Warna tidak sesuai;senang
mayan;netral
Dua kali order sama aja kekecilan tolong aerostreet slop sendalnya nya di tinggiin lgi biar bisa di pake ini 2x order sama aja sempit semua barangnya udah bagus tpi sayang gk bisa kepake;senang
mayan lahh;netral
Nice 👍🏻;netral
"Bagus sih produknya sesuai dengan foto, 
Saran kalau misal bb 50 ke atas dan tinggi diatas 155 belinya mínimal uk 29 keatas aja.. Biar lebih pas dan nyaman. 
Terutama yang punya paha besar";senang
Wanginya seperti parfum yang harganya 45k udah dapet 50ml😹, ga bakal Spil tapi buat kalian kalo mau beli parfum gw saranin 10ml dlu deh co nya sebelum menyesal. Terimakasih tuk seller aerostreat;senang
No 41 tapi kecil sempit;netral
Pesen 42 dateng 41 gmna ini gamuat;netral
Aerostreet dari dlu emang bagus ,cuma ga tau kenapa skrg kaya pengerjaan kurang rapi pada jahitannya;senang
Bagus 👍untuk harga segitu worth it bgt;senang
Pas mantap pokoknya;senang
sol nya ngga rapi;senang
Sesuai pesanan saya suka;senang
Ya;netral
Belanja di Aerostreet selalu puas dan barang bagus 👍;senang
Belanja di Aerostreet selalu puas dan barang bagus 👍;senang
Belanja di Aerostreet selalu puas dan barang bagus 👍;senang
Belanja di Aerostreet selalu puas dan barang bagus 👍;senang
Belanja di Aerostreet selalu puas dan barang bagus 👍;senang
sdh langganan aero sejak awal berdiri baru kali ini kecewa sm bahan kaosnya. bukan lagi cotton combet 24s tapi seperti kaos partai yg bahan panas dan tipis. entah knp order bbrp kali kaos yg datang bahan tdk sesuai, semoga aero segera berbenah;senang
sdh langganan aero sejak awal berdiri baru kali ini kecewa sm bahan kaosnya. bukan lagi cotton combet 24s tapi seperti kaos partai yg bahan panas dan tipis. entah knp order bbrp kali kaos yg datang bahan tdk sesuai, semoga aero segera berbenah;senang
Good;senang
Ga jlas anjrit wanginya;netral
Ukuran sendal udah sesuai pesanan no 44, pas dipakai kayak ukuran 42 an terlalu kecil, biasanya beli 44 itu gede sendalnya knp ini serasa ukuran 42 ya kecil banget;senang
bagussss;netral
size sama tp pas d pake sblah kanan sempit pas di cek ternyata memang beda ada tinggi rendah heel. tp ukuran nya sama lain kali lebih utamain qualitasnya jgn asal barang jadi jgn main size sprti itu;senang
model.a bagus cuma insole nya tipis jdi dipakenya kurang nyaman;senang
Good la;senang
Bahan bagus dan pas;senang
Oke;netral
Bagus;senang
Kotak peyot,plastik tebukak.tapi oke lah barang nya aman;senang
Barangnya bagus gada cacat, sayangnya badmood gara gara kurir salah alamat;senang
"Baru pertama kali beli aerostreet dan ternyata wawwww🥰😍barangnya terlalu gokil bagus banget 🥰
Mines hanya di bagian packingnya, kalo bisa saran setiap kirim di kasih bubble rwep biar aman ketika barang kehujanan jdi aman terkendali 🤗gitu saja ulasannya terimakasih aerostreet 🙏";senang
Kualitas produk: bagusss;netral
Bahan nya aku kira bahan kaos adem,ternyata bahan kaos yang kasar trs panas,pas ngga ada uang kirain bagus untuk ultah anak malah bahan nya cocok ya kalau d pake ke sawah 🤦,mana beli 2,gak sesuai sama yg di iklan;senang
Bahan nya aku kira bahan kaos adem,ternyata bahan kaos yang kasar trs panas,pas ngga ada uang kirain bagus untuk ultah anak malah bahan nya cocok nya kalau d pake ke sawah 🤦,mana beli 2;senang
bagus;senang
Kebasaran;netral
Ukuranya besar banget;senang
Celannya tebal.. Mantaplah buat santai dan olahraga;senang
.;netral
lama bgt ga sesuai estimasi sampe seminggu;senang
Talinya kusut dan potongan bagian depannya kurang rapi, terlihat di video dan foto. Selain itu bagus;senang
kecil banget dan cm sedikit isinya...wanginya sih lumayanlah yaaa, tutupnya gak bs rapat ngeklik;senang
Sesuai pesanan;senang
Bagus;senang
Bahan nya bagus, tp size xl besar beda dg yg lain krna ak beli 3 sama2 size xl cuman ini yg beda.. agak besar, dan pendek;senang
Sepatutnya banyak jamur padahal mau dipakek show, aslinya putih malah jadi coklat bener² yaaa aerostreet;senang
Baik si tapi sayangnya kerdusnya penyok ada yang sobek tapi barang aman dan sesuai udah sering pake brand aero bagus ,,,mungkin kalo pekingnya yang harus di perbaiki lagi🥰🥰;senang
ok;netral
Harus upsize;netral
Bagus nyaman;senang
Sablon kurang bagus;senang
Agak berat TPI masih oke 👍;netral
ini kali kedua beli sepatu sih di AS, cuma agak kecewa, karna potongannya ga rapi dan ad bekas bakar, ad beberapa benjolan yg kayanya karna proses produksi, dan ad bercak2 putih yg entah apa g bisa dihilangin kayanya lem kering, soal daya tahan masih belum tau, ukuran pas tapi sesak di bagian mata kaki keatas padahal udh sampe lepasin tali sepatu itupun belom pake kaos kaki,;senang
Mantapp dan bagus;senang
Kualitas produk: 🤐;netral
"mantab bajunya...
bahan nya adem ga kaleng kaleng👍👍👍👍👍";netral
"Masukan saja untuk toko ini
Untuk packingan nya kalau bisa yg aman jangan hanya satu plastik sepatu saja tanpa di lapisin bublewrap,jadi transparan keliatan kotak sepatu nya";senang
Bagus tapi pengirimannya lambat;senang
Bahan lembut adem , cuma saya kira bawahnya standar , taunya pensil;sedih
Sepatunya ringan,enak buat jalan tapi kalo buat lari jangan keknya , overall good pertahankan dan tingkatkan ,cocok buat sekolah ama pencari kerja;senang
Bagus;senang
Bagus;senang
baju sesuai;senang
Lumayanlah;senang
Pinggangnya terlalu kecil tapi tangannya agak besar, gak sesuai;senang
kurir nya kaya tai;netral
enak dipakai cman agak berat;senang
Kain my dingim;netral
Sesuai;senang
Bagus;senang
baunya awet;marah
Bagus sepatunya. Tapi ada beberp bagian yg kurang rapi;senang
ada sedikit cacat di bagian belakang;netral
"Warna navy nya agak bladus gak dark 
Dan bekas setrikaan pun putih2 kliatan 
Kmrin yg hitam pdhal bagus tp navy kurang";senang
Lumayan;senang
pengiriman lama;netral
Mocca di ganti pink...;netral
Baik;senang
bahannya tebel dalamnya brudul di pakai jadi ngga nyaman;senang
👍👍👍;netral
Kain yaa bagusss dan nyaman di badan;senang
Selalu oke belanja di aerostret;senang
Bagus cocok bahan bagus gak ada ketusakan saat sampai;senang
ok;netral
Bagus sih tapi untuk uk cowokku M ini kurang gede😭 harus up size 🫠;senang
bagus bahannya ga panas kalau dipakai;senang
Agak kebesaran;senang
XXL nya uk nya kecil bgt yg badannya gemuk jan coba beli yg uk XXL setara sama uk L😭;senang
Lumyan;netral
Bahan yang bagus;senang
Knp 39 kcil di sya,,slalu bli spatu aerostreet pas,bli yg ni malah kcil😔😔😭;netral
Muatap barangnya jos;senang
Kacau;marah
Ini gmn min ... sekalas aerostreet ko kaya gini;netral
Pengiriman lumayan lama tapi gak papa, barang sesuai;senang
Bahannya nerawang ya kirain harga 100 an nggk nerawang hee;netral
Kaos nya udh smpe.. Bahan nya adem.. Enak d pake nya..;senang
"Ukuran L tapi lebih kecil dr pada 2 kaos lain yg saya pesan. 
Untuk kain dan sablon bagus.";senang
Overall good cuma kurang finishingnya di dalamnya ujung sepatu ada karet yang ga kepotong dan itu sangat menganggu.;senang
Bagus tapi tapak bagian tulisan aero bikin sakit kaki.;netral
Salah pilih nomor kebesaran wkwkwk;netral
Bagus;senang
Kenapa ya saya uda beli 2 x warna navy, benang dalamnya pada rontok semua kalau dipakai? Jd ganggu bgd kalau dipakai dan dilepas, benangnya nempel di jari dan sampe berjatuhan di lantai berkali”. Padahal sebelumnya beli yg warna ijo dan hitam aman aja.;senang
Kualitas produk: Bagus bgt. Pertama kali nyoba beli celana panjang dari aero. Syg size pinggang beda ama celana pendeknya.;senang
Gud;netral
Sesuai gambar;senang
Sesuai gambar;senang
Alhamdulillah cocok sangat bagus sekali sudh berkali kali belanja hasilnya tetap Joss..hanya bahannya bedah2 ada yg tebal ada yg tipis ada juga yg tebal+halus gak tua juga yah knapa bisah gitu ..Tapi cocok sih sama harganya mantap;senang
Alhamdulillah cocok sangat bagus sekali sudh berkali kali belanja hasilnya tetap Joss..hanya bahannya bedah2 ada yg tebal ada yg tipis ada juga yg tebal+halus gak tua juga yah knapa bisah gitu ..Tapi cocok sih sama harganya mantap;senang
Bintang empat;senang
"Bentuk dan ukuran: ada sedikit kurang simetris pada bentuk, uk pas
Warna: sesuai dgn foto
sepatunyaa baguss bngttt tapi sygnya pada bagian kanan depan atas kurang simetris ke tengah, trs ada sedikit noda pada bagian tengah belakang dan depan atas pada sepatu kiri, untk warnanya sesuai bgtt sama difotoo 💗💗";senang
Pesannya XL yang datang XXL bahannya tidak seperti duluh yang bahannya tebal ini bahannya tipis;netral
Bahannya kurang bagus tipis;senang
Sama bahannya tidak setebal yang dulu bahannya tipis;senang
Sayang bangett tidak saya video. Biasanya pesan selalu sesuai tapi kali ini tidak sesuai. Barang yg datang tidak sama dengan yg sama beli!!!;senang
"Oke
Kualitas produk: Ok";netral
toko goblok beli parfum ga ada isinya;senang
"Bagus
Bentuk dan ukuran: Pas
Warna: Sesuai";senang
Baru kali ini apes pesan di Aerostreet, banyak bercak/noda coklatnya. Barang lama di gudang kah?;senang
Ah berbulu.;netral
"bagus kainnya halus adem
tapi warna maroon gaada tulisan aerostreet didepannya";senang
"biasanya sepatu kalo zznya besar sepatunya panjang ini malah lebar jirrr lebar bgtt jdi kaya kaki kita bengkak😭
tpi ovl bagus kok desainya cuman ya itu kaya bengkak di kaki😌🫵";senang
bgus;netral
Bahan nya nyaman;senang
Bagus banget tp sayangnya bulu2 di dalemnya nempel di kemeja. Mana lg pake kemeja putih 😔;senang
bgs BGT;netral
Sesuai;senang
bagus;senang
Sablonnya tolong di perbaiki;senang
Tingkatkan lagi kualitas nya;senang
biasa aja;senang
kebesaran,tdk seperti size biasanya. tidak nyaman;senang
Bagian dalamnya serat berbulu sampe nempel dibaju lain pas dicuci.;netral
"ini pendapat pribadi saya,
Over All sebenernya mulai dari Packaging Aman Banget, Pengiriman Cepet...

Saya beli 2 kali ini yaitu Obsession & Obsidian..
Jujur, Yang Obsession ini Spicy banget, asem banget, terlalu nyegrak, jadi ga enak, tapi balik lagi, itu menurut saya.

Nah untuk yang Obsidian ""Enak Banget"" wanginya Kompleks, Mewah, Ga Pasaran, Kalem, Bisa dipakai kapan aja... 

Dan saya udah beli mulai dari yang 5ml sampai 50ml ini menurut saya 3 yang wanginya enak banget, Wajib dikasih Bintang 5 itu adalah :
1. Whisky Tobaco
2. Eternal Oud
3. Obsidian

tapi sorry, untuk yang Obsession menurut saya ngga enak.";senang
Sesuai dgn gambar;senang
Good enough;senang
Barang Cepat datangnya, barangnya bagus, modelnya bagus, dan untuk ukuran 43 muat di kaki saya, oke lah 👍🏼;senang
Oke;netral
kebesaran;senang
Bagus 👍;senang
Ok;netral
Nyesal banget beli d sini,mau beli padahal untuk kado datangnya mengecewakan sekali,hancur barangnya,kotor lagi,packingnya ngk bagus,tokonya ngk amanh banget,hati hati deh beli d toko ni lagi klw bisa jgn belanja lagi d sini,minta pengembaliaan dana d persulit;senang
beratttttttttttttttttttt;netral
Barang oke, nyaman buat sehari hari;senang
Sekian lama belanja disini barusan kali ini dapet sepatu kayak jamuran atau bekas lem atau jamur kayak gini, padahal udah di tulis di catatan di pilihin barang yg baru dan bagus....mdh2an bisa hilang sih noda2 nyaa ini ..tp overall sepatunya baguss bahan kuat...insol lembut mdh2 awet.;sedih
Huhu,minn, kecil rupanya,aku gak tau berapa cm ukuran sepatu dari aero, ku kira sama kayak brand lain besar cm nya, rupanya bedaa😭😭, tapi lumayan lah tampilannya bagus.;senang
Bahan sol kaku dan berat, bagian depan sol juga tidak rapih.;senang
